target,vehicle,time,dt
108368,veh2,282,inf
108368,veh7,359,77.000000
108368,veh0,361,2.000000
108368,veh5,365,4.000000
273783,veh3,855,inf
273783,veh6,861,6.000000
273783,veh1,950,89.000000
273783,veh4,954,4.000000
273783,veh8,958,4.000000
273783,veh9,1042,84.000000
