id,source,destination,shortest path length,diversion path length,sample time,target id
veh945,37892881,381448575,621.509,714.773,22779,703524044
veh946,1694551474,1841352339,634.755,667.229,22753,34168007
veh947,3551158330,297206442,671.802,687.226,22846,34168007
veh948,3703392393,109377,619.982,687.618,22628,703524044
veh949,1233349627,108558,667.698,682.548,22848,34168007
veh950,5188043347,28800252,690.892,771.734,22220,108368
veh951,1141868530,1190088078,702.908,770.544,22712,703524044
veh952,1685947961,3866859757,646.144,713.780,22961,703524044
veh953,27510912,444477916,695.624,776.391,22997,703524044
veh954,1715223165,618311869,773.786,840.417,22937,34168007
veh955,5197261089,4639487256,756.357,771.207,23121,34168007
veh956,cluster_6017105715_864960615,419243848,584.949,640.778,22994,703524044
veh957,37888940,3362649801,744.494,812.756,22342,108368
veh958,2324444316,31081004,686.617,704.008,23100,34168007
veh959,5192050227,10870251,636.535,704.171,22989,703524044
veh960,447110753,4111876581,818.282,842.949,22302,108368
veh961,392513929,2584009068,641.749,707.260,23049,703524044
veh962,245802412,900761822,731.033,798.669,22898,703524044
veh963,26389703,1691203299,641.453,721.508,22781,703524044
veh964,469876314,cluster_18056512_35340373,891.146,957.777,23200,34168007
veh965,37890544,4915768585,793.001,860.637,23229,703524044
veh966,5197261089,5213494418,747.800,801.776,23282,34168007
veh967,95987716,2264271410,750.408,804.384,23301,34168007
veh968,cluster_1938018124_6024047911,198236,748.543,779.187,23211,34168007
veh969,37868250,33053798,859.716,926.347,23305,34168007
veh970,1685938590,3362649854,708.618,768.123,23357,703524044
veh971,26592140,198255,730.568,798.204,23163,703524044
veh972,37895706,1826819691,762.813,830.449,23410,703524044
veh973,5155535421,cluster_106830_6199858766,666.631,731.464,23140,703524044
veh974,1691695943,1959010472,633.125,700.761,23088,703524044
veh975,109704,1826845409,692.147,747.976,23266,703524044
veh976,96071563,5952650321,691.195,758.831,23263,703524044
veh977,1691695885,1695218654,608.641,676.277,23360,703524044
veh978,26592142,371588293,641.603,709.239,23269,703524044
veh979,21036398,26662539,663.814,731.450,23261,703524044
veh980,1675683633,2264271420,757.426,811.402,23413,34168007
veh981,26592998,1826845400,739.831,806.211,23344,703524044
veh982,3502507837,900761793,731.146,798.782,23438,703524044
veh983,37885855,cluster_1062133810_10676801,656.519,738.233,23030,108368
veh984,37888938,48697712,787.370,855.006,23440,703524044
veh985,26389333,419242224,625.861,749.978,23510,1249708436
veh986,26592140,1694505356,619.521,687.157,23412,703524044
veh987,27511086,900761745,739.885,807.521,23527,703524044
veh988,844881237,6328416957,791.320,857.951,23559,34168007
veh989,27325233,cluster_1694671786_2312416640,615.641,671.470,23679,703524044
veh990,26592061,1163157561,691.871,724.345,23639,34168007
veh991,26592120,33053481,641.542,719.359,23616,703524044
veh992,1710389916,6379830500,622.714,690.350,23719,703524044
veh993,26389340,2533420415,781.956,843.180,23769,703524044
veh994,27510909,2462321782,705.411,773.047,23703,703524044
veh995,1938018125,108434,715.757,765.528,24032,34168007
veh996,1851328033,648861124,701.793,745.421,24013,34168007
veh997,37885354,1763037855,682.387,750.023,23950,703524044
veh998,1947370037,752177877,589.625,645.454,23681,703524044
veh999,866630853,1826845433,795.886,859.179,23341,108368
