CONNECTION ID,# EDGES,EDGE IDS
road0,2,-609585909#0,609585909#0
road1,1,609585909#0
road2,1,639852468#0
road3,1,639852468#1
road4,2,-19742811#2,-47009631#1
road5,2,-47009631#1,47009631#1
road6,2,-534024686#0,534024686#0
road7,1,534024686#0
road8,2,-2418096#0,2418096#0
road9,1,-31324122
road10,1,2418096#0
road11,4,-2418096#0,-6570883#1,2418096#0,6570883#1
road12,1,-2418096#0
road13,2,-6570883#1,2418096#1
road14,1,-193958142
road15,2,-534022320,534022320
road16,1,-7854722
road17,1,534022320
road18,2,-534022320,534022320
road19,1,-534022320
road20,1,534022320
road21,2,-261114693,261114693
road22,1,-261114693
road23,2,-6008176,460570466
road24,2,-22753253#0,22753253#0
road25,1,22753253#0
road26,2,-5841191#1,5841191#1
road27,1,-5841191#1
road28,1,48379485
road29,2,-545045718,545045718
road30,2,-5841191#1,545045718
road31,1,5841191#1
road32,1,-26072424
road33,1,-48707995
road34,4,-2599339#0,-609585909#0,2599339#0,609585909#0
road35,1,-609585909#0
road36,2,2599339#0,609585909#0
road37,2,-2599339#0,-609585909#0
road38,2,-609585909#0,609585909#0
road39,2,153958546,2599339#0
road40,1,609585909#0
road41,1,26145122#0
road42,1,-404014015#1
road43,4,-404014015#2,-404014015#3,404014015#2,404014015#3
road44,1,404014015#3
road45,2,-404014015#3,404014015#3
road46,1,-404014015#3
road47,1,4082714#0
road48,3,-602799890#0,581209096,602799890#0
road49,2,19727047#0,602799890#1
road50,8,-27577234#0,-4367367#0,-72056653,27577234#0,41383226#0,4367366#1,4367367#0,72056653
road51,1,2372075#5
road52,2,27577234#1,72056653
road53,2,41383226#1,4367367#0
road54,2,-27577234#1,-72056653
road55,4,-27577234#2,-72056653,27577234#2,72056653
road56,1,27577234#3
road57,1,33222829
road58,2,639852468#2,72056653
road59,1,-27577234#3
road60,4,166369353,235070295#0,552727682,552732632#1
road61,1,235070295#1
road62,4,-10341317,-22597558,10341317,22597558
road63,1,-10341317
road64,4,-564115131,-564115147,564115131,564115147
road65,1,5044806
road66,2,-16292271#0,76865233
