id,source,destination,shortest.path.length,diversion.path.length,sample.time,sample.time.diff,target.id
veh0,25276303,2282305643,510.165,600.903,267,6.000000,90223109
veh1,293294720,109431,512.033,641.354,212,212.000000,107742
veh2,2138932181,2019120153,536.379,688.467,178,178.000000,90223109
veh3,108357,110150,528.184,618.296,261,83.000000,90223109
veh4,1502785402,25481084,513.957,746.619,,,90223109
